"wheel_id","member_id","FIGHTER_ID","date_created","date_modified"
91,4,29,"2024-05-25 12:00:42","2024-05-25 12:00:42"
92,4,31,"2024-05-25 12:00:42","2024-05-25 12:00:42"
93,4,32,"2024-05-25 12:00:42","2024-05-25 12:00:42"
94,4,33,"2024-05-25 12:00:42","2024-05-25 12:00:42"
95,4,34,"2024-05-25 12:00:42","2024-05-25 12:00:42"
96,4,41,"2024-05-25 12:00:42","2024-05-25 12:00:42"
97,4,42,"2024-05-25 12:00:42","2024-05-25 12:00:42"
98,4,44,"2024-05-25 12:00:42","2024-05-25 12:00:42"
99,4,45,"2024-05-25 12:00:42","2024-05-25 12:00:42"
100,4,47,"2024-05-25 12:00:42","2024-05-25 12:00:42"
101,4,49,"2024-05-25 12:00:42","2024-05-25 12:00:42"
102,4,52,"2024-05-25 12:00:42","2024-05-25 12:00:42"
103,4,53,"2024-05-25 12:00:42","2024-05-25 12:00:42"
104,4,63,"2024-05-25 12:00:42","2024-05-25 12:00:42"
105,4,64,"2024-05-25 12:00:42","2024-05-25 12:00:42"
106,4,65,"2024-05-25 12:00:42","2024-05-25 12:00:42"
107,4,66,"2024-05-25 12:00:42","2024-05-25 12:00:42"
108,4,67,"2024-05-25 12:00:42","2024-05-25 12:00:42"
109,4,68,"2024-05-25 12:00:42","2024-05-25 12:00:42"
110,4,69,"2024-05-25 12:00:42","2024-05-25 12:00:42"
111,4,71,"2024-05-25 12:00:42","2024-05-25 12:00:42"
112,4,72,"2024-05-25 12:00:42","2024-05-25 12:00:42"
113,4,73,"2024-05-25 12:00:42","2024-05-25 12:00:42"
114,4,77,"2024-05-25 12:00:42","2024-05-25 12:00:42"
115,4,78,"2024-05-25 12:00:42","2024-05-25 12:00:42"
116,4,80,"2024-05-25 12:00:42","2024-05-25 12:00:42"
117,4,81,"2024-05-25 12:00:42","2024-05-25 12:00:42"
118,4,83,"2024-05-25 12:00:42","2024-05-25 12:00:42"
119,5,4,"2024-05-25 12:00:42","2024-05-25 12:00:42"
120,5,5,"2024-05-25 12:00:42","2024-05-25 12:00:42"
121,5,9,"2024-05-25 12:00:42","2024-05-25 12:00:42"
122,5,10,"2024-05-25 12:00:42","2024-05-25 12:00:42"
123,5,11,"2024-05-25 12:00:42","2024-05-25 12:00:42"
124,5,12,"2024-05-25 12:00:42","2024-05-25 12:00:42"
125,5,16,"2024-05-25 12:00:42","2024-05-25 12:00:42"
126,5,18,"2024-05-25 12:00:42","2024-05-25 12:00:42"
127,5,19,"2024-05-25 12:00:42","2024-05-25 12:00:42"
128,5,21,"2024-05-25 12:00:42","2024-05-25 12:00:42"
129,5,22,"2024-05-25 12:00:42","2024-05-25 12:00:42"
130,5,23,"2024-05-25 12:00:42","2024-05-25 12:00:42"
131,5,24,"2024-05-25 12:00:42","2024-05-25 12:00:42"
132,5,27,"2024-05-25 12:00:42","2024-05-25 12:00:42"
133,5,28,"2024-05-25 12:00:42","2024-05-25 12:00:42"
134,5,29,"2024-05-25 12:00:42","2024-05-25 12:00:42"
135,5,31,"2024-05-25 12:00:42","2024-05-25 12:00:42"
136,5,34,"2024-05-25 12:00:42","2024-05-25 12:00:42"
137,5,36,"2024-05-25 12:00:42","2024-05-25 12:00:42"
138,5,37,"2024-05-25 12:00:42","2024-05-25 12:00:42"
139,5,38,"2024-05-25 12:00:42","2024-05-25 12:00:42"
140,5,39,"2024-05-25 12:00:42","2024-05-25 12:00:42"
141,5,44,"2024-05-25 12:00:42","2024-05-25 12:00:42"
142,5,45,"2024-05-25 12:00:42","2024-05-25 12:00:42"
143,5,49,"2024-05-25 12:00:42","2024-05-25 12:00:42"
144,5,52,"2024-05-25 12:00:42","2024-05-25 12:00:42"
145,5,53,"2024-05-25 12:00:42","2024-05-25 12:00:42"
146,5,58,"2024-05-25 12:00:42","2024-05-25 12:00:42"
147,5,63,"2024-05-25 12:00:42","2024-05-25 12:00:42"
148,5,72,"2024-05-25 12:00:42","2024-05-25 12:00:42"
149,5,74,"2024-05-25 12:00:42","2024-05-25 12:00:42"
150,5,75,"2024-05-25 12:00:42","2024-05-25 12:00:42"
151,5,77,"2024-05-25 12:00:42","2024-05-25 12:00:42"
152,5,80,"2024-05-25 12:00:42","2024-05-25 12:00:42"
153,5,81,"2024-05-25 12:00:42","2024-05-25 12:00:42"
154,7,5,"2024-05-25 12:12:24","2024-05-25 12:12:24"
155,7,6,"2024-05-25 12:12:24","2024-05-25 12:12:24"
156,7,8,"2024-05-25 12:12:24","2024-05-25 12:12:24"
157,7,10,"2024-05-25 12:12:24","2024-05-25 12:12:24"
158,7,12,"2024-05-25 12:12:24","2024-05-25 12:12:24"
159,7,13,"2024-05-25 12:12:24","2024-05-25 12:12:24"
160,7,14,"2024-05-25 12:12:24","2024-05-25 12:12:24"
161,7,15,"2024-05-25 12:12:24","2024-05-25 12:12:24"
162,7,16,"2024-05-25 12:12:24","2024-05-25 12:12:24"
163,7,19,"2024-05-25 12:12:24","2024-05-25 12:12:24"
164,7,21,"2024-05-25 12:12:24","2024-05-25 12:12:24"
165,7,26,"2024-05-25 12:12:24","2024-05-25 12:12:24"
166,7,29,"2024-05-25 12:12:24","2024-05-25 12:12:24"
167,7,30,"2024-05-25 12:12:24","2024-05-25 12:12:24"
168,7,33,"2024-05-25 12:12:24","2024-05-25 12:12:24"
169,7,34,"2024-05-25 12:12:24","2024-05-25 12:12:24"
170,7,35,"2024-05-25 12:12:24","2024-05-25 12:12:24"
171,7,37,"2024-05-25 12:12:24","2024-05-25 12:12:24"
172,7,40,"2024-05-25 12:12:24","2024-05-25 12:12:24"
173,7,41,"2024-05-25 12:12:24","2024-05-25 12:12:24"
174,7,45,"2024-05-25 12:12:24","2024-05-25 12:12:24"
175,7,46,"2024-05-25 12:12:24","2024-05-25 12:12:24"
176,7,47,"2024-05-25 12:12:24","2024-05-25 12:12:24"
177,7,51,"2024-05-25 12:12:24","2024-05-25 12:12:24"
178,7,53,"2024-05-25 12:12:24","2024-05-25 12:12:24"
179,7,54,"2024-05-25 12:12:24","2024-05-25 12:12:24"
180,7,55,"2024-05-25 12:12:24","2024-05-25 12:12:24"
181,7,57,"2024-05-25 12:12:24","2024-05-25 12:12:24"
182,7,58,"2024-05-25 12:12:24","2024-05-25 12:12:24"
183,7,60,"2024-05-25 12:12:24","2024-05-25 12:12:24"
184,7,63,"2024-05-25 12:12:24","2024-05-25 12:12:24"
185,7,65,"2024-05-25 12:12:24","2024-05-25 12:12:24"
186,7,66,"2024-05-25 12:12:24","2024-05-25 12:12:24"
187,7,69,"2024-05-25 12:12:24","2024-05-25 12:12:24"
188,7,70,"2024-05-25 12:12:24","2024-05-25 12:12:24"
189,7,72,"2024-05-25 12:12:24","2024-05-25 12:12:24"
190,7,73,"2024-05-25 12:12:24","2024-05-25 12:12:24"
191,7,74,"2024-05-25 12:12:24","2024-05-25 12:12:24"
192,7,75,"2024-05-25 12:12:24","2024-05-25 12:12:24"
193,7,76,"2024-05-25 12:12:24","2024-05-25 12:12:24"
194,7,79,"2024-05-25 12:12:24","2024-05-25 12:12:24"
195,7,80,"2024-05-25 12:12:24","2024-05-25 12:12:24"
196,7,82,"2024-05-25 12:12:24","2024-05-25 12:12:24"
197,12,2,"2024-05-25 12:12:24","2024-05-25 12:12:24"
198,12,3,"2024-05-25 12:12:24","2024-05-25 12:12:24"
199,12,6,"2024-05-25 12:12:24","2024-05-25 12:12:24"
200,12,8,"2024-05-25 12:12:24","2024-05-25 12:12:24"
201,12,9,"2024-05-25 12:12:24","2024-05-25 12:12:24"
202,12,10,"2024-05-25 12:12:24","2024-05-25 12:12:24"
203,12,11,"2024-05-25 12:12:24","2024-05-25 12:12:24"
204,12,14,"2024-05-25 12:12:24","2024-05-25 12:12:24"
205,12,16,"2024-05-25 12:12:24","2024-05-25 12:12:24"
206,12,18,"2024-05-25 12:12:24","2024-05-25 12:12:24"
207,12,20,"2024-05-25 12:12:24","2024-05-25 12:12:24"
208,12,22,"2024-05-25 12:12:24","2024-05-25 12:12:24"
209,12,24,"2024-05-25 12:12:24","2024-05-25 12:12:24"
210,12,25,"2024-05-25 12:12:24","2024-05-25 12:12:24"
211,12,33,"2024-05-25 12:12:24","2024-05-25 12:12:24"
212,12,35,"2024-05-25 12:12:24","2024-05-25 12:12:24"
213,12,38,"2024-05-25 12:12:24","2024-05-25 12:12:24"
214,12,40,"2024-05-25 12:12:24","2024-05-25 12:12:24"
215,12,51,"2024-05-25 12:12:24","2024-05-25 12:12:24"
216,12,54,"2024-05-25 12:12:24","2024-05-25 12:12:24"
217,12,56,"2024-05-25 12:12:24","2024-05-25 12:12:24"
218,12,57,"2024-05-25 12:12:24","2024-05-25 12:12:24"
219,12,59,"2024-05-25 12:12:24","2024-05-25 12:12:24"
220,12,60,"2024-05-25 12:12:24","2024-05-25 12:12:24"
221,12,67,"2024-05-25 12:12:24","2024-05-25 12:12:24"
222,12,69,"2024-05-25 12:12:24","2024-05-25 12:12:24"
223,12,70,"2024-05-25 12:12:24","2024-05-25 12:12:24"
224,12,71,"2024-05-25 12:12:24","2024-05-25 12:12:24"
225,12,77,"2024-05-25 12:12:24","2024-05-25 12:12:24"
226,12,78,"2024-05-25 12:12:24","2024-05-25 12:12:24"
227,12,80,"2024-05-25 12:12:24","2024-05-25 12:12:24"
228,12,83,"2024-05-25 12:12:24","2024-05-25 12:12:24"
229,13,1,"2024-06-04 20:45:22","2024-06-04 20:45:22"
230,13,2,"2024-06-04 20:45:22","2024-06-04 20:45:22"
231,13,3,"2024-06-04 20:45:22","2024-06-04 20:45:22"
232,13,4,"2024-06-04 20:45:22","2024-06-04 20:45:22"
233,13,5,"2024-06-04 20:45:22","2024-06-04 20:45:22"
234,13,6,"2024-06-04 20:45:22","2024-06-04 20:45:22"
235,13,7,"2024-06-04 20:45:22","2024-06-04 20:45:22"
236,13,8,"2024-06-04 20:45:22","2024-06-04 20:45:22"
237,13,9,"2024-06-04 20:45:22","2024-06-04 20:45:22"
238,13,10,"2024-06-04 20:45:22","2024-06-04 20:45:22"
239,13,11,"2024-06-04 20:45:22","2024-06-04 20:45:22"
240,13,12,"2024-06-04 20:45:22","2024-06-04 20:45:22"
241,13,13,"2024-06-04 20:45:22","2024-06-04 20:45:22"
242,13,14,"2024-06-04 20:45:22","2024-06-04 20:45:22"
243,13,15,"2024-06-04 20:45:22","2024-06-04 20:45:22"
244,13,16,"2024-06-04 20:45:22","2024-06-04 20:45:22"
245,13,17,"2024-06-04 20:45:22","2024-06-04 20:45:22"
246,13,18,"2024-06-04 20:45:22","2024-06-04 20:45:22"
247,13,19,"2024-06-04 20:45:22","2024-06-04 20:45:22"
248,13,20,"2024-06-04 20:45:22","2024-06-04 20:45:22"
249,13,21,"2024-06-04 20:45:22","2024-06-04 20:45:22"
250,13,22,"2024-06-04 20:45:22","2024-06-04 20:45:22"
251,13,23,"2024-06-04 20:45:22","2024-06-04 20:45:22"
252,13,24,"2024-06-04 20:45:22","2024-06-04 20:45:22"
253,13,25,"2024-06-04 20:45:22","2024-06-04 20:45:22"
254,13,26,"2024-06-04 20:45:22","2024-06-04 20:45:22"
255,13,27,"2024-06-04 20:45:22","2024-06-04 20:45:22"
256,13,28,"2024-06-04 20:45:22","2024-06-04 20:45:22"
257,13,29,"2024-06-04 20:45:22","2024-06-04 20:45:22"
258,13,30,"2024-06-04 20:45:22","2024-06-04 20:45:22"
259,13,31,"2024-06-04 20:45:22","2024-06-04 20:45:22"
260,13,32,"2024-06-04 20:45:22","2024-06-04 20:45:22"
261,13,33,"2024-06-04 20:45:22","2024-06-04 20:45:22"
262,13,34,"2024-06-04 20:45:22","2024-06-04 20:45:22"
263,13,35,"2024-06-04 20:45:22","2024-06-04 20:45:22"
264,13,36,"2024-06-04 20:45:22","2024-06-04 20:45:22"
265,13,37,"2024-06-04 20:45:22","2024-06-04 20:45:22"
266,13,38,"2024-06-04 20:45:22","2024-06-04 20:45:22"
267,13,39,"2024-06-04 20:45:22","2024-06-04 20:45:22"
268,13,40,"2024-06-04 20:45:22","2024-06-04 20:45:22"
269,13,41,"2024-06-04 20:45:22","2024-06-04 20:45:22"
270,13,42,"2024-06-04 20:45:22","2024-06-04 20:45:22"
271,13,43,"2024-06-04 20:45:22","2024-06-04 20:45:22"
272,13,44,"2024-06-04 20:45:22","2024-06-04 20:45:22"
273,13,45,"2024-06-04 20:45:22","2024-06-04 20:45:22"
274,13,46,"2024-06-04 20:45:22","2024-06-04 20:45:22"
275,13,47,"2024-06-04 20:45:22","2024-06-04 20:45:22"
276,13,48,"2024-06-04 20:45:22","2024-06-04 20:45:22"
277,13,49,"2024-06-04 20:45:22","2024-06-04 20:45:22"
278,13,50,"2024-06-04 20:45:22","2024-06-04 20:45:22"
279,13,51,"2024-06-04 20:45:22","2024-06-04 20:45:22"
280,13,52,"2024-06-04 20:45:22","2024-06-04 20:45:22"
281,13,53,"2024-06-04 20:45:22","2024-06-04 20:45:22"
282,13,54,"2024-06-04 20:45:22","2024-06-04 20:45:22"
283,13,55,"2024-06-04 20:45:22","2024-06-04 20:45:22"
284,13,56,"2024-06-04 20:45:22","2024-06-04 20:45:22"
285,13,57,"2024-06-04 20:45:22","2024-06-04 20:45:22"
286,13,58,"2024-06-04 20:45:22","2024-06-04 20:45:22"
287,13,59,"2024-06-04 20:45:22","2024-06-04 20:45:22"
288,13,60,"2024-06-04 20:45:22","2024-06-04 20:45:22"
289,13,61,"2024-06-04 20:45:22","2024-06-04 20:45:22"
290,13,62,"2024-06-04 20:45:22","2024-06-04 20:45:22"
291,13,63,"2024-06-04 20:45:22","2024-06-04 20:45:22"
292,13,64,"2024-06-04 20:45:22","2024-06-04 20:45:22"
293,13,65,"2024-06-04 20:45:22","2024-06-04 20:45:22"
294,13,66,"2024-06-04 20:45:22","2024-06-04 20:45:22"
295,13,67,"2024-06-04 20:45:22","2024-06-04 20:45:22"
296,13,68,"2024-06-04 20:45:22","2024-06-04 20:45:22"
297,13,69,"2024-06-04 20:45:22","2024-06-04 20:45:22"
298,13,70,"2024-06-04 20:45:22","2024-06-04 20:45:22"
299,13,71,"2024-06-04 20:45:22","2024-06-04 20:45:22"
300,13,72,"2024-06-04 20:45:22","2024-06-04 20:45:22"
301,13,73,"2024-06-04 20:45:22","2024-06-04 20:45:22"
302,13,74,"2024-06-04 20:45:22","2024-06-04 20:45:22"
303,13,75,"2024-06-04 20:45:22","2024-06-04 20:45:22"
304,13,76,"2024-06-04 20:45:22","2024-06-04 20:45:22"
305,13,77,"2024-06-04 20:45:22","2024-06-04 20:45:22"
306,13,78,"2024-06-04 20:45:22","2024-06-04 20:45:22"
307,13,79,"2024-06-04 20:45:22","2024-06-04 20:45:22"
308,13,80,"2024-06-04 20:45:22","2024-06-04 20:45:22"
309,13,81,"2024-06-04 20:45:22","2024-06-04 20:45:22"
310,13,82,"2024-06-04 20:45:22","2024-06-04 20:45:22"
311,13,83,"2024-06-04 20:45:22","2024-06-04 20:45:22"
396,14,1,"2024-06-04 20:55:37","2024-06-04 20:55:37"
397,14,2,"2024-06-04 20:58:41","2024-06-04 20:58:41"
398,14,3,"2024-06-04 20:58:41","2024-06-04 20:58:41"
399,14,4,"2024-06-04 20:58:41","2024-06-04 20:58:41"
400,14,5,"2024-06-04 20:58:41","2024-06-04 20:58:41"
401,14,6,"2024-06-04 20:58:41","2024-06-04 20:58:41"
402,14,7,"2024-06-04 20:58:41","2024-06-04 20:58:41"
403,14,8,"2024-06-04 20:58:41","2024-06-04 20:58:41"
404,14,9,"2024-06-04 20:58:41","2024-06-04 20:58:41"
405,14,10,"2024-06-04 20:58:41","2024-06-04 20:58:41"
406,14,11,"2024-06-04 20:58:41","2024-06-04 20:58:41"
407,14,12,"2024-06-04 20:58:41","2024-06-04 20:58:41"
408,14,13,"2024-06-04 20:58:41","2024-06-04 20:58:41"
409,14,14,"2024-06-04 20:58:41","2024-06-04 20:58:41"
410,14,15,"2024-06-04 20:58:41","2024-06-04 20:58:41"
411,14,16,"2024-06-04 20:58:41","2024-06-04 20:58:41"
412,14,17,"2024-06-04 20:58:41","2024-06-04 20:58:41"
413,14,18,"2024-06-04 20:58:41","2024-06-04 20:58:41"
414,14,19,"2024-06-04 20:58:41","2024-06-04 20:58:41"
415,14,20,"2024-06-04 20:58:41","2024-06-04 20:58:41"
416,14,21,"2024-06-04 20:58:41","2024-06-04 20:58:41"
417,14,22,"2024-06-04 20:58:41","2024-06-04 20:58:41"
418,14,23,"2024-06-04 20:58:41","2024-06-04 20:58:41"
419,14,24,"2024-06-04 20:58:41","2024-06-04 20:58:41"
420,14,25,"2024-06-04 20:58:41","2024-06-04 20:58:41"
421,14,26,"2024-06-04 20:58:41","2024-06-04 20:58:41"
422,14,27,"2024-06-04 20:58:41","2024-06-04 20:58:41"
423,14,28,"2024-06-04 20:58:41","2024-06-04 20:58:41"
424,14,29,"2024-06-04 20:58:41","2024-06-04 20:58:41"
425,14,30,"2024-06-04 20:58:41","2024-06-04 20:58:41"
426,14,31,"2024-06-04 20:58:41","2024-06-04 20:58:41"
427,14,32,"2024-06-04 20:58:41","2024-06-04 20:58:41"
428,14,33,"2024-06-04 20:58:41","2024-06-04 20:58:41"
429,14,34,"2024-06-04 20:58:41","2024-06-04 20:58:41"
430,14,35,"2024-06-04 20:58:41","2024-06-04 20:58:41"
431,14,36,"2024-06-04 20:58:41","2024-06-04 20:58:41"
432,14,37,"2024-06-04 20:58:41","2024-06-04 20:58:41"
433,14,38,"2024-06-04 20:58:41","2024-06-04 20:58:41"
434,14,39,"2024-06-04 20:58:41","2024-06-04 20:58:41"
435,14,40,"2024-06-04 20:58:41","2024-06-04 20:58:41"
436,14,41,"2024-06-04 20:58:41","2024-06-04 20:58:41"
437,14,42,"2024-06-04 20:58:41","2024-06-04 20:58:41"
438,14,43,"2024-06-04 20:58:41","2024-06-04 20:58:41"
439,14,44,"2024-06-04 20:58:41","2024-06-04 20:58:41"
440,14,45,"2024-06-04 20:58:41","2024-06-04 20:58:41"
441,14,46,"2024-06-04 20:58:41","2024-06-04 20:58:41"
442,14,47,"2024-06-04 20:58:41","2024-06-04 20:58:41"
443,14,48,"2024-06-04 20:58:41","2024-06-04 20:58:41"
444,14,49,"2024-06-04 20:58:41","2024-06-04 20:58:41"
445,14,50,"2024-06-04 20:58:41","2024-06-04 20:58:41"
446,14,51,"2024-06-04 20:58:41","2024-06-04 20:58:41"
447,14,52,"2024-06-04 20:58:41","2024-06-04 20:58:41"
448,14,53,"2024-06-04 20:58:41","2024-06-04 20:58:41"
449,14,54,"2024-06-04 20:58:41","2024-06-04 20:58:41"
450,14,55,"2024-06-04 20:58:41","2024-06-04 20:58:41"
451,14,56,"2024-06-04 20:58:41","2024-06-04 20:58:41"
452,14,57,"2024-06-04 20:58:41","2024-06-04 20:58:41"
453,14,58,"2024-06-04 20:58:41","2024-06-04 20:58:41"
454,14,59,"2024-06-04 20:58:41","2024-06-04 20:58:41"
455,14,60,"2024-06-04 20:58:41","2024-06-04 20:58:41"
456,14,61,"2024-06-04 20:58:41","2024-06-04 20:58:41"
457,14,62,"2024-06-04 20:58:41","2024-06-04 20:58:41"
458,14,63,"2024-06-04 20:58:41","2024-06-04 20:58:41"
459,14,64,"2024-06-04 20:58:41","2024-06-04 20:58:41"
460,14,65,"2024-06-04 20:58:41","2024-06-04 20:58:41"
461,14,66,"2024-06-04 20:58:41","2024-06-04 20:58:41"
462,14,67,"2024-06-04 20:58:41","2024-06-04 20:58:41"
463,14,68,"2024-06-04 20:58:41","2024-06-04 20:58:41"
464,14,69,"2024-06-04 20:58:41","2024-06-04 20:58:41"
465,14,70,"2024-06-04 20:58:41","2024-06-04 20:58:41"
466,14,71,"2024-06-04 20:58:41","2024-06-04 20:58:41"
467,14,72,"2024-06-04 20:58:41","2024-06-04 20:58:41"
468,14,73,"2024-06-04 20:58:41","2024-06-04 20:58:41"
469,14,74,"2024-06-04 20:58:41","2024-06-04 20:58:41"
470,14,75,"2024-06-04 20:58:41","2024-06-04 20:58:41"
471,14,76,"2024-06-04 20:58:41","2024-06-04 20:58:41"
472,14,77,"2024-06-04 20:58:41","2024-06-04 20:58:41"
473,14,78,"2024-06-04 20:58:41","2024-06-04 20:58:41"
474,14,79,"2024-06-04 20:58:41","2024-06-04 20:58:41"
475,14,80,"2024-06-04 20:58:41","2024-06-04 20:58:41"
476,14,81,"2024-06-04 20:58:41","2024-06-04 20:58:41"
477,14,82,"2024-06-04 20:58:41","2024-06-04 20:58:41"
478,14,83,"2024-06-04 20:58:41","2024-06-04 20:58:41"
